band,link,genres,start_year,end_year,hits
the rakes,http://dbpedia.org/resource/The_Rakes,Art rock|Indie rock|Indietronica,2003,2009,0
the rascals,http://dbpedia.org/resource/The_Rascals_(English_band),Experimental rock|Indie rock|Indietronica,2007,2009,7
the rattlesnakes,http://dbpedia.org/resource/The_Rattlesnakes_(1955_band),Roots rock,1955,0,0
the red army,http://dbpedia.org/resource/The_Red_Army_(band),Folk rock,2004,2007,5
the reindeer section,http://dbpedia.org/resource/The_Reindeer_Section,Indie rock|Indietronica,2001,2002,1
the rezillos,http://dbpedia.org/resource/The_Rezillos,New wave|Punk rock,1976,1978,0
the rifles,http://dbpedia.org/resource/The_Rifles_(band),Indie rock|Indietronica,2004,0,0
the riot squad,http://dbpedia.org/resource/The_Riot_Squad,Rock music,1964,1967,0
the rivals,http://dbpedia.org/resource/The_Rivals_(band),Punk rock,1976,1976,1
the river detectives,http://dbpedia.org/resource/The_River_Detectives,Rock music,1985,2009,0
the roaring twenties,http://dbpedia.org/resource/The_Roaring_Twenties_(band),Art rock|New wave,2003,2003,3
the rockingbirds,http://dbpedia.org/resource/The_Rockingbirds,Country rock,1990,1995,0
the rokes,http://dbpedia.org/resource/The_Rokes,Beat|Pop rock,1963,1970,0
the rolling stones,http://dbpedia.org/resource/The_Rolling_Stones,Rock music,1962,0,1765
the roulettes,http://dbpedia.org/resource/The_Roulettes,Beat,1962,1967,0
the rua,http://dbpedia.org/resource/The_Rua,Rock music,2013,0,0
the rumour,http://dbpedia.org/resource/The_Rumour,New wave|Rock music,1976,1982,18
the sandkings,http://dbpedia.org/resource/The_Sandkings_(band),Alternative rock,1988,1992,0
the scaramanga six,http://dbpedia.org/resource/The_Scaramanga_Six,Alternative rock|Art rock,1995,0,0
the secret goldfish,http://dbpedia.org/resource/The_Secret_Goldfish,Alternative rock,1994,1994,0
the servant,http://dbpedia.org/resource/The_Servant_(band),Alternative rock|Indie rock|Indietronica,1998,1998,0
the shadow project,http://dbpedia.org/resource/The_Shadow_Project,Post-rock,2003,2007,0
the shames,http://dbpedia.org/resource/The_Shames,Garage rock,1965,1967,4
the shapes,http://dbpedia.org/resource/The_Shapes_(British_band),Punk rock,1976,1976,6
the shermans,http://dbpedia.org/resource/The_Shermans,Alternative rock|Indie rock|Indietronica,2006,2006,10
the shining,http://dbpedia.org/resource/The_Shining_(band),Alternative rock,2000,2003,3
the shortwave set,http://dbpedia.org/resource/The_Shortwave_Set,Alternative rock,2003,0,0
the sinceros,http://dbpedia.org/resource/The_Sinceros,New wave|Power pop,1978,1978,1
the sisters of mercy,http://dbpedia.org/resource/The_Sisters_of_Mercy,Post-punk,1977,0,10
the skints,http://dbpedia.org/resource/The_Skints,Punk rock,2007,0,0
the smirks,http://dbpedia.org/resource/The_Smirks,New wave|Power pop|Punk rock,1977,1980,0
the smiths,http://dbpedia.org/resource/The_Smiths,Alternative rock,1982,1987,211
the snivelling shits,http://dbpedia.org/resource/The_Snivelling_Shits,Punk rock,1977,1977,0
the sons,http://dbpedia.org/resource/The_Sons_(band),Alternative rock|Pop rock,2002,0,5
the sound,http://dbpedia.org/resource/The_Sound_(band),Post-punk,1979,1988,7
the soup dragons,http://dbpedia.org/resource/The_Soup_Dragons,Alternative rock,1985,1995,3
the space monkeys,http://dbpedia.org/resource/Space_Monkeys,Alternative rock,1995,2000,0
the specials,http://dbpedia.org/resource/The_Specials,New wave|Punk rock,1977,1984,24
the spikes,http://dbpedia.org/resource/The_Spikes,Rock music,2005,0,0
the spitfire boys,http://dbpedia.org/resource/The_Spitfire_Boys,New wave|Punk rock,1977,1977,0
the starjets,http://dbpedia.org/resource/The_Starjets,Power pop|Punk rock,1976,1980,0
the stiffs,http://dbpedia.org/resource/The_Stiffs_(band),Punk rock,1976,1976,0
the stone roses,http://dbpedia.org/resource/The_Stone_Roses,Alternative rock,1983,0,22
the storys,http://dbpedia.org/resource/The_Storys,Country rock,2003,2010,1
the stranglers,http://dbpedia.org/resource/The_Stranglers,New wave|Post-punk|Punk rock,1974,0,4
the straps,http://dbpedia.org/resource/The_Straps,Punk rock,1978,1983,0
the strookas,http://dbpedia.org/resource/The_Strookas,Alternative rock|Power pop|Punk rock,1986,0,0
the struts,http://dbpedia.org/resource/The_Struts,Glam rock|Hard rock,2009,0,2
the style council,http://dbpedia.org/resource/The_Style_Council,Pop rock|Soft rock,1983,1989,16
the subways,http://dbpedia.org/resource/The_Subways,Alternative rock|Indie rock|Indietronica|Punk rock,2000,0,0
the sundays,http://dbpedia.org/resource/The_Sundays,Alternative rock,1988,1988,2
the supernaturals,http://dbpedia.org/resource/The_Supernaturals,Indie rock|Indietronica|Power pop,1993,2002,0
the symbols,http://dbpedia.org/resource/The_Symbols,Beat,1965,1974,0
the talks,http://dbpedia.org/resource/The_Talks,Punk rock,2006,0,0
the tansads,http://dbpedia.org/resource/The_Tansads,Rock music,1990,2001,0
the teardrops,http://dbpedia.org/resource/The_Teardrops_(UK_band),New wave|Post-punk|Punk rock,1978,1978,4
the telescopes,http://dbpedia.org/resource/The_Telescopes,Noise rock|Psychedelic rock,1987,1987,0
the thirst,http://dbpedia.org/resource/The_Thirst,Indie rock|Indietronica,2005,2005,0
the three johns,http://dbpedia.org/resource/The_Three_Johns,Indie rock|Indietronica|Post-punk,1981,1990,1
the tides,http://dbpedia.org/resource/The_Tides_(band),Alternative rock,2002,2007,1
the times,http://dbpedia.org/resource/The_Times_(band),Post-punk,1980,1980,0
the ting tings,http://dbpedia.org/resource/The_Ting_Tings,Indie rock|Indietronica|New wave|Pop rock,2007,0,9
the tornados,http://dbpedia.org/resource/The_Tornados,Beat,1960,1967,5
the total drop,http://dbpedia.org/resource/The_Total_Drop,Art rock|New wave,2005,2005,0
the tourists,http://dbpedia.org/resource/The_Tourists,New wave|Pop rock|Post-punk,1977,0,1
the transmitters,http://dbpedia.org/resource/The_Transmitters_(band),Jazz fusion|Jazz rock|Post-punk|Psychedelic rock,1977,1988,0
the travelling band,http://dbpedia.org/resource/The_Travelling_Band,Alternative rock,2006,0,0
the treatment,http://dbpedia.org/resource/The_Treatment_(band),Heavy metal,2008,0,0
the tremeloes,http://dbpedia.org/resource/The_Tremeloes,Beat,1958,0,1
the troggs,http://dbpedia.org/resource/The_Troggs,Garage rock|Pop rock|Proto-punk,1964,0,20
the troubadours,http://dbpedia.org/resource/The_Troubadours,Rock music,2005,2009,4
the twang,http://dbpedia.org/resource/The_Twang,Indie rock|Indietronica,2004,2015,0
the twilight sad,http://dbpedia.org/resource/The_Twilight_Sad,Indie rock|Indietronica|Noise rock,2003,0,0
the ukrainians,http://dbpedia.org/resource/The_Ukrainians,Folk rock,1991,1991,0
the ultra girls,http://dbpedia.org/resource/The_Ultra_Girls,Pop rock,2008,2011,0
the undertones,http://dbpedia.org/resource/The_Undertones,New wave|Punk rock,1975,1983,1
the unwinding hours,http://dbpedia.org/resource/The_Unwinding_Hours,Alternative rock,2008,0,0
the users,http://dbpedia.org/resource/The_Users_(band),Punk rock,1976,1979,0
the v.i.p.s,http://dbpedia.org/resource/The_V.I.P.s_(band),Psychedelic rock,1963,1967,0
the vals,http://dbpedia.org/resource/The_Vals,Psychedelic rock|Rock music,2005,2005,0
the valves,http://dbpedia.org/resource/The_Valves,Punk rock,1977,1977,0
the vapors,http://dbpedia.org/resource/The_Vapors,New wave|Power pop,1979,1982,0
the vaselines,http://dbpedia.org/resource/The_Vaselines,Alternative rock|Indie rock|Indietronica,1986,1989,8
the veils,http://dbpedia.org/resource/The_Veils,Alternative rock|Indie rock|Indietronica,2001,2001,2
the verve,http://dbpedia.org/resource/The_Verve,Alternative rock|Psychedelic rock,1990,1995,0
the very best,http://dbpedia.org/resource/The_Very_Best,Jazz fusion|Jazz rock,2008,0,1
the vibrators,http://dbpedia.org/resource/The_Vibrators,Punk rock,1976,0,1
the view,http://dbpedia.org/resource/The_View_(band),Indie rock|Indietronica|Power pop,2005,2005,0
the virginmarys,http://dbpedia.org/resource/The_Virginmarys,Alternative rock|Hard rock|Punk rock|Rock music,2009,0,0
the voom blooms,http://dbpedia.org/resource/The_Voom_Blooms,Indie rock|Indietronica,2005,2005,0
the vultures,http://dbpedia.org/resource/The_Vultures,Alternative rock,2013,0,0
the wake,http://dbpedia.org/resource/The_Wake_(UK_band),Post-punk,1982,1994,3
the wallflowers,http://dbpedia.org/resource/The_Wallflowers_(British_band),New wave|Pop rock,1985,0,68
the wedding present,http://dbpedia.org/resource/The_Wedding_Present,Alternative rock|Indie rock|Indietronica|Post-punk,1985,1997,7
the wheels,http://dbpedia.org/resource/The_Wheels,Garage rock|Rock music,1964,1967,0
the whip,http://dbpedia.org/resource/The_Whip_(band),Indie rock|Indietronica,2006,0,2
the whybirds,http://dbpedia.org/resource/The_Whybirds,Rock music,2006,0,0
the wild flowers,http://dbpedia.org/resource/The_Wild_Flowers,Alternative rock|New wave|Post-punk,1983,1997,0
the wild things,http://dbpedia.org/resource/The_Wild_Things_(band),Alternative rock|Indie rock|Indietronica,2012,0,3
the woe betides,http://dbpedia.org/resource/The_Woe_Betides,Art rock|Punk rock|Rock music,2008,2008,0
the wolfgang press,http://dbpedia.org/resource/The_Wolfgang_Press,Post-punk,1983,1995,3
the wolfhounds,http://dbpedia.org/resource/The_Wolfhounds,Indie rock|Indietronica,1985,1990,0
the wolfmen,http://dbpedia.org/resource/The_Wolfmen,Alternative rock|Post-punk,2004,0,0
the wonder stuff,http://dbpedia.org/resource/The_Wonder_Stuff,Alternative rock,1986,1994,1
the woodentops,http://dbpedia.org/resource/The_Woodentops,Alternative rock|Indie rock|Indietronica|New wave,1983,0,3
the wutars,http://dbpedia.org/resource/The_Wutars,Alternative rock|Indie rock|Indietronica,2005,2011,0
the xcerts,http://dbpedia.org/resource/The_Xcerts,Alternative rock|Indie rock|Indietronica|Power pop,2001,0,0
the yardbirds,http://dbpedia.org/resource/The_Yardbirds,Blues rock|Psychedelic rock,1963,1968,64
the yummy fur,http://dbpedia.org/resource/The_Yummy_Fur,Indie rock|Indietronica,1992,1999,2
the zombies,http://dbpedia.org/resource/The_Zombies,Baroque pop|Beat|Rock music,1962,1967,4
theatre of hate,http://dbpedia.org/resource/Theatre_of_Hate,Post-punk,1980,1983,0
thee faction,http://dbpedia.org/resource/Thee_Faction,Punk rock|Rock music,2010,0,0
thee headcoats,http://dbpedia.org/resource/Thee_Headcoats,Garage rock|Punk rock,1989,2000,1
thee hypnotics,http://dbpedia.org/resource/Thee_Hypnotics,Garage rock|Hard rock|Psychedelic rock,1989,1994,2
thee mighty caesars,http://dbpedia.org/resource/Thee_Mighty_Caesars,Garage rock|Punk rock,1985,1989,0
them,http://dbpedia.org/resource/Them_(band),Blues rock|Garage rock,1964,1964,0
thenewno2,http://dbpedia.org/resource/Thenewno2,Alternative rock|Art rock|Indie rock|Indietronica|Psychedelic rock,2006,0,0
therapy?,http://dbpedia.org/resource/Therapy%3F,Alternative rock|Heavy metal|Noise rock|Punk rock,1989,1989,0
thieves,http://dbpedia.org/resource/Thieves_(band),Indie rock|Indietronica,1992,1992,1
third harvest,http://dbpedia.org/resource/Third_Harvest,Alternative rock|Progressive rock,2008,2008,0
thirteen senses,http://dbpedia.org/resource/Thirteen_Senses,Indie rock|Indietronica,2001,2001,0
this et al,http://dbpedia.org/resource/This_Et_Al,Alternative rock|Indie rock|Indietronica,2002,2002,0
this heat,http://dbpedia.org/resource/This_Heat,Experimental rock|Post-punk,1976,1982,1
this is seb clarke,http://dbpedia.org/resource/This_Is_Seb_Clarke,Punk rock,2004,2004,0
this is the kit,http://dbpedia.org/resource/This_Is_the_Kit,Alternative rock|Folk rock,2003,0,0
this unique museum,http://dbpedia.org/resource/This_Unique_Museum,Folk rock,2006,2012,0
thomas tantrum,http://dbpedia.org/resource/Thomas_Tantrum,Indie rock|Indietronica,2006,2011,0
thompson twins,http://dbpedia.org/resource/Thompson_Twins,New wave|Post-punk,1977,1993,2
thousand yard stare,http://dbpedia.org/resource/Thousand_Yard_Stare_(band),Alternative rock,1989,1989,0
threatmantics,http://dbpedia.org/resource/Threatmantics,Alternative rock,2005,0,0
three trapped tigers,http://dbpedia.org/resource/Three_Trapped_Tigers,Experimental rock|Noise rock,2007,0,0
throbbing gristle,http://dbpedia.org/resource/Throbbing_Gristle,Post-punk,1976,1981,1
thunder,http://dbpedia.org/resource/Thunder_(band),Hard rock|Heavy metal,1989,2000,0
thurman,http://dbpedia.org/resource/Thurman_(band),Glam rock|Indie rock|Indietronica,1994,1994,7
tiger,http://dbpedia.org/resource/Tiger_(band),Alternative rock|Indie rock|Indietronica|Punk rock,1996,1996,0
tiger lily,http://dbpedia.org/resource/Tiger_Lily_(UK_band),Art rock|Glam rock|Rock music,1973,1975,4
tiger please,http://dbpedia.org/resource/Tiger_Please,Alternative rock,2008,2012,0
timeless festival,http://dbpedia.org/resource/Timeless_Festival,Rock music,2002,2005,0
tin pot operation,http://dbpedia.org/resource/Tin_Pot_Operation,Indie rock|Indietronica|Punk rock,2004,2004,0
tindersticks,http://dbpedia.org/resource/Tindersticks,Indie rock|Indietronica,1992,1992,13
tiny dancers,http://dbpedia.org/resource/Tiny_Dancers,Power pop,2005,2005,0
tko,http://dbpedia.org/resource/TKO-HQ,Indie rock|Indietronica|Rock music,2006,0,1
to the bones,http://dbpedia.org/resource/ToTheBones,Alternative rock,2005,0,0
tobruk,http://dbpedia.org/resource/Tobruk_(band),Hard rock|Rock music,1981,1987,0
tokyo blade,http://dbpedia.org/resource/Tokyo_Blade,Heavy metal,1982,1996,0
tokyo dragons,http://dbpedia.org/resource/Tokyo_Dragons,Hard rock,2001,2001,0
"tony, caro and john","http://dbpedia.org/resource/Tony,_Caro_and_John",Folk rock,1972,0,0
too much texas,http://dbpedia.org/resource/Too_Much_Texas,Indie rock|Indietronica,1984,1984,0
toploader,http://dbpedia.org/resource/Toploader,Alternative rock,1997,2003,0
tortilla army,http://dbpedia.org/resource/Tortilla_Army,Heavy metal|Progressive rock,1998,2013,0
touchstone,http://dbpedia.org/resource/Touchstone_(band),Progressive rock,2003,0,5
towers of london,http://dbpedia.org/resource/Towers_of_London,Hard rock|Pop rock,2004,0,1
toxic waste,http://dbpedia.org/resource/Toxic_Waste_(band),Punk rock,1982,1982,0
toy dolls,http://dbpedia.org/resource/Toy_Dolls,New wave|Punk rock,1979,0,0
traffic,http://dbpedia.org/resource/Traffic_(band),Folk rock|Progressive rock|Psychedelic rock,1967,0,46
trailer trash tracys,http://dbpedia.org/resource/Trailer_Trash_Tracys,Indie rock|Indietronica,2009,2009,0
tram,http://dbpedia.org/resource/Tram_(band),Indie rock|Indietronica,1998,2002,0
trapeze,http://dbpedia.org/resource/Trapeze_(band),Blues rock|Funk rock|Hard rock,1969,1969,3
travis,http://dbpedia.org/resource/Travis_(band),Soft rock,1990,0,0
tree pit,http://dbpedia.org/resource/Tree_Pit,Alternative rock,2008,0,0
treetop flyers,http://dbpedia.org/resource/Treetop_Flyers,Folk rock,2009,0,0
trespass,http://dbpedia.org/resource/Trespass_(band),Heavy metal,1978,1982,0
tribes,http://dbpedia.org/resource/Tribes_(band),Alternative rock|Blues rock|Garage rock|Indie rock|Indietronica|Psychedelic rock,2010,2013,5
tricky nixon,http://dbpedia.org/resource/Tricky_Nixon,Indie rock|Indietronica,2003,2006,0
tse tse fly,http://dbpedia.org/resource/Tse_Tse_Fly_(band),Alternative rock,1988,1994,0
ttng,http://dbpedia.org/resource/This_Town_Needs_Guns,Alternative rock|Indie rock|Indietronica|Progressive rock,2004,0,0
tubelord,http://dbpedia.org/resource/Tubelord,Indie rock|Indietronica,2006,2012,0
turin brakes,http://dbpedia.org/resource/Turin_Brakes,Folk rock|Indie rock|Indietronica,1999,0,4
turrentine jones,http://dbpedia.org/resource/Turrentine_Jones,Blues rock|Indie rock|Indietronica,2012,0,0
twang,http://dbpedia.org/resource/Twang_(band),Indie rock|Indietronica,1985,1988,9
twenty twenty,http://dbpedia.org/resource/Twenty_Twenty_(band),Pop rock,2008,2014,0
twin atlantic,http://dbpedia.org/resource/Twin_Atlantic,Alternative rock,2007,0,0
twist,http://dbpedia.org/resource/Twist_(band),Alternative rock,1999,2002,0
twisted wheel,http://dbpedia.org/resource/Twisted_Wheel_(band),Indie rock|Indietronica|Punk rock,2007,2014,0
two door cinema club,http://dbpedia.org/resource/Two_Door_Cinema_Club,Indie rock|Indietronica,2007,0,3
two lone swordsmen,http://dbpedia.org/resource/Two_Lone_Swordsmen,Post-punk,1996,1996,0
tygers of pan tang,http://dbpedia.org/resource/Tygers_of_Pan_Tang,Heavy metal,1978,1987,0
tytan,http://dbpedia.org/resource/Tytan,Hard rock|Heavy metal,1981,0,0
uberbyte,http://dbpedia.org/resource/Uberbyte,Industrial rock,2007,0,0
ufo,http://dbpedia.org/resource/UFO_(band),Hard rock|Heavy metal,1969,0,1
ufx,http://dbpedia.org/resource/UFX,Alternative rock|Punk rock,2000,0,0
ugly as sin,http://dbpedia.org/resource/Ugly_As_Sin,Alternative rock|New wave|Post-punk|Punk rock,1989,1991,0
ultimate painting,http://dbpedia.org/resource/Ultimate_Painting,Indie rock|Indietronica,2014,2014,1
ultramarine,http://dbpedia.org/resource/Ultramarine_(band),Post-rock,1989,1989,5
ultrasound,http://dbpedia.org/resource/Ultrasound_(band),Alternative rock,1997,1997,0
unamerican,http://dbpedia.org/resource/UnAmerican_(band),Alternative rock,1997,1997,0
unbelievable truth,http://dbpedia.org/resource/Unbelievable_Truth,Alternative rock,1993,2000,0
unit 4 + 2,http://dbpedia.org/resource/Unit_4_+_2,Pop rock,1963,1963,0
unkle,http://dbpedia.org/resource/Unkle,Alternative rock,1994,0,6
uriah heep,http://dbpedia.org/resource/Uriah_Heep_(band),Hard rock|Heavy metal|Progressive rock,1969,0,12
urusei yatsura,http://dbpedia.org/resource/Urusei_Yatsura_(band),Alternative rock|Indie rock|Indietronica,1993,2001,0
various cruelties,http://dbpedia.org/resource/Various_Cruelties,Indie rock|Indietronica|Rock music,2010,0,0
vega,http://dbpedia.org/resource/VEGA_(UK_rock_band),Rock music,2009,0,0
vega4,http://dbpedia.org/resource/Vega4,Alternative rock|Rock music,1999,2008,0
velvett fogg,http://dbpedia.org/resource/Velvett_Fogg,Progressive rock|Psychedelic rock,1968,1970,0
venini,http://dbpedia.org/resource/Venini,Indie rock|Indietronica,1998,1998,0
vent 414,http://dbpedia.org/resource/Vent_414,Alternative rock,1994,1997,0
